compactness,k2,Solar Masses,Radius (km)
0.04875876064058836,0.18272266053212224,0.4079219739070471,12.381867657232247
0.06518564230578057,0.17590166736121324,0.5314020839038256,12.065158159957539
0.07871467770212333,0.16745871310367524,0.6356191803927234,11.950965365584604
0.09026810770244074,0.15883698927371934,0.7258053574560638,11.900016034189331
0.10036544696172367,0.1511802513794716,0.8051774992100034,11.873236605873622
0.10933583098561178,0.14402048014943736,0.875907761951092,11.85652933719606
0.11740297181913842,0.1373201203649409,0.9395438823661381,11.844035328543601
0.12472787804862999,0.13100293951298736,0.997243463826512,11.833123031947942
0.1314302503017461,0.12586763338519957,1.049892928284212,11.822556301104376
0.1376028181322834,0.12077049655827642,1.098197241108429,11.811763297449147
0.14331799594358172,0.11620619896611231,1.1427178579069812,11.800488965587375
0.14863429382966967,0.11194567017590995,1.1839165308223099,11.78864191076241
0.15359982996520402,0.10788753934359514,1.2221783442013514,11.776210623590956
0.15825400415120863,0.10390938625315266,1.2578236790014143,11.76323502780625
0.16262997421301925,0.10075858846572255,1.2911237850715431,11.749760221956125
0.16675604312646386,0.09740904907702766,1.3223127926565348,11.735844149573106
0.17065633820500062,0.09436389988598778,1.351592903979925,11.721554083079898
0.1743518416271683,0.09174785065175828,1.3791386390926508,11.70693218269434
0.17786041464856148,0.08899782923213895,1.405101718094133,11.692036965551605
0.18119770354824236,0.08659673203488331,1.429616325405728,11.676925922171828
0.18437786893403182,0.08434102393502169,1.4528016720404984,11.661629929073722
0.18741326419853224,0.08210371426343387,1.474763702379127,11.64618891226911
0.19031482751939446,0.07993145891924495,1.4955966105224907,11.630638623507759
0.19309229476172587,0.07789944368031093,1.5153842415864296,11.61500866886207
0.19575442386275002,0.07615537579543072,1.534201855404462,11.599322769791454
0.19830904117104048,0.07432597304135959,1.5521176597191195,11.583607700483162
0.2007633416162287,0.07273557851939144,1.5691935862122484,11.567881311885856
0.20312377090262457,0.07107206026968768,1.5854859097354153,11.552164160704319
0.2053963211283647,0.06944923709775046,1.6010458009085426,11.53646653614486
0.2075863284131249,0.06810692359769481,1.6159198222435112,11.52080368299046
0.20969859316821357,0.06657792136586875,1.630150375951551,11.505191904043752
0.21173766348473566,0.0652638599076196,1.6437762024794274,11.489636466329166
0.21370760777581022,0.06402566799373248,1.6568329778186615,11.474148406284186
0.21561224601582474,0.06271674464722388,1.6693536621096532,11.458734211882172
0.2174550496155539,0.061583630132919856,1.6813687342524446,11.443402814020596
0.21923931846873607,0.06046478105087623,1.6929063996693208,11.428157544961005
0.22096802445194794,0.05937743045411373,1.703992777827487,11.413005648394613
0.22264403020456458,0.058333272645813734,1.7146520724988503,11.397947948420994
0.22426984039644812,0.057301016372307834,1.7249067267655005,11.382992697993519
0.2258479001134257,0.05636094490898864,1.73477756434009,11.36814109820766
0.22738052944142295,0.05549454801977469,1.7442839225932256,11.353391654860326
0.22886966498936928,0.05455318706481767,1.753443824072694,11.338754132174424
0.23031743932361176,0.053711449110990225,1.7622741425710227,11.324221642376209
0.23172555985864107,0.05281966410929732,1.770790697755792,11.309802139553847
0.23309590052563992,0.05199140461629392,1.7790083317417766,11.295489646280648
0.2344299196551333,0.05123036108721053,1.7869409781529033,11.281293153863805
0.2357291928431038,0.05045443453952845,1.7946017251798787,11.267210994244582
0.23699530093361817,0.049778329676586464,1.8020028734889029,11.253236845867196
0.2382293839723832,0.049070528851381474,1.8091559895758884,11.239381221263246
0.23943292006289726,0.04838511877899153,1.8160719550274782,11.225634690228086
0.240606924075811,0.047730073753133866,1.8227610120678348,11.212006089277805
0.24175271118903385,0.04704675483238814,1.8292328057174507,11.198486830391465
0.2428712017801369,0.04647948335389664,1.8354964229014785,11.185083640971873
0.243963588206666,0.04582222422878795,1.841560434885582,11.171787821557341
0.24503068927768987,0.04522828629601006,1.8474329535908516,11.158605394999434
0.24607342049088035,0.04465522475415526,1.8531216711101834,11.145535620108612
0.24709274957198818,0.0441228832236542,1.8586338865458052,11.132573322578928
0.2480894703886598,0.043538288480128806,1.8639765299166071,11.119719268837933
0.2490642754778973,0.0430328195070892,1.8691561840443995,11.106976892120384
0.2500180831108171,0.042507849838523,1.8741791047676115,11.09433781966332
0.25095147874420587,0.041953960888408776,1.8790512397029304,11.081806924098656
0.2518651912860394,0.041552310198364056,1.8837782457142056,11.06938116149105
0.2527599150254438,0.0410981572175557,1.8883655052134405,11.057057632870931
0.2536362135903945,0.04060711150802028,1.892818141396927,11.04483783925066
0.2544946390319769,0.04012878934338728,1.8971410325041498,11.032722491861016
0.2553358671045922,0.03976900930214353,1.9013388251758545,11.020705759710541
0.2561603658232075,0.03929543116683292,1.9054159469793888,11.00878971837418
0.2569686749057526,0.03889975291450825,1.909376618161716,10.99697228043759
0.25776129297714423,0.03846739086234738,1.9132248626864379,10.98525214577894
0.25853865343770793,0.038074051146039616,1.9169645194936156,10.973629865888201
0.2593012467935772,0.03770308253463408,1.9205992578538746,10.962102715559105
0.2600494996779857,0.03735523191728909,1.924132590281902,10.950669919163419
0.2607837862467817,0.03694539331851796,1.9275678811454524,10.93933217686947
0.26150461709714934,0.036585264645271016,1.9309083542689345,10.92808377932527
0.2622122488211176,0.036196776974571736,1.9341570999423678,10.916929017559172
0.262907179080831,0.035924755840989565,1.9373170814468943,10.905861492887844
0.2635896251438899,0.03554718573179735,1.9403911411639443,10.894885894522494
0.2642599662185635,0.035223478515586985,1.943382006314097,10.883999610315618
0.2649187407392909,0.03489588932408318,1.946292294361664,10.873192993507406
0.26556595855670995,0.03460116089926257,1.949124518113413,10.862477640152212
